I,11,ACEH
71.09.07, 7 Biaro
71.09.08, 8 Siau Barat Utara
71.09.09, 9 Siau Tengah
71.09.10, 10 Tagulandang Selatan
71.10, 10 KAB. BOLAANG MONGONDOW TI
71.10.01, 1 Tutuyan
71.10.02, 2 Kotabunan
71.10.03, 3 Nuangan
71.10.04, 4 Modayag
71.10.05, 5 Modayag Barat
71.11, 11 KAB. BOLAANG MONGONDOW SE
"", 1
71.11.01,Bolaang Uki
"",71.11.02, 2 Posigadan
"",71.11.03, 3 Pinolosian
"",71.11.04, 4 Pinolosian Tengah
"",71.11.05, 5 Pinolosian Timur
"",71.71, 12 KOTA MANADO
"",71.71.01, 1 Bunaken
"",71.71.02, 2 Tuminiting
"",71.71.03, 3 Singkil
"",71.71.04, 4 Wenang
"",71.71.05, 5 Tikala
"",71.71.06, 6 Sario
"",71.71.07, 7 Wanea
"",71.71.08, 8 Mapanget
"",71.71.09, 9 Malalayang
"",71.71.10, 10 Bunaken Kepulauan
"",71.71.11, 11 Paal Dua
"",71.72, 13 KOTA BITUNG
"",71.72.01, 1 Lembeh Selatan
"",71.72.02, 2 Madidir
"",71.72.03, 3 Ranowulu
"",71.72.04, 4 Aertembaga
"",71.72.05, 5 Matuari
"",71.72.06, 6 Girian
"",71.72.07, 7 Maesa
"",71.72.08, 8 Lembeh Utara
"",71.73, 14 KOTA TOMOHON
"",71.73.01, 1 Tomohon Selatan
"",71.73.02, 2 Tomohon Tengah
"",71.73.03, 3 Tomohon Utara
"",71.73.04, 4 Tomohon Barat
"",71.73.05, 5 Tomohon Timur
"",71.74, 15 KOTA KOTAMOBAGU
"",71.74.01, 1 Kotamobagu Utara
"",71.74.02, 2 Kotamobagu Timur
"",71.74.03, 3 Kotamobagu Selatan
"",71.74.04, 4 Kotamobagu Barat
XXV,72,SULAWESI TENGAH
"",72.01, 1KAB. BANGGAI
72.01.01, 1 Batui
72.01.02, 2 Bunta
72.01.03, 3 Kintom
72.01.04, 4 Luwuk
72.01.05, 5 Lamala
72.01.06, 6 Balantak
72.01.07, 7 Pagimana
72.01.08, 8 Bualemo
72.01.09, 9 Toili
72.01.10, 10 Masama
72.01.11, 11 Luwuk Timur
72.01.12, 12 Toili Barat
72.01.13, 13 Nuhon
72.01.14, 14 Moilong
72.01.15, 15 Batui Selatan
72.01.16, 16 Lobu
72.01.17, 17 Simpang Raya
72.01.18, 18 Balantak Selatan
72.01.19, 19 Balantak Utara
72.01.20, 20 Luwuk Selatan
72.01.21, 21 Luwuk Utara
72.01.22, 22 Mantoh
72.01.23, 23 Nambo
72.02, 2 KAB. POSO
72.02.01, 1 Poso Kota
72.02.02, 2 Poso Pesisir
72.02.03, 3 Lage
72.02.04, 4 Pamona Puselemba
72.02.05, 5 Pamona Timur
72.02.06, 6 Pamona Selatan
72.02.07, 7 Lore Utara
72.02.08, 8 Lore Tengah
72.02.09, 9 Lore Selatan
"",Una Una
"",Togian
"",Walea Kepulauan
"",Ampana Tete
"",Ampana Kota
"",Ulubongka
"",Tojo Barat
"",Tojo
72.02.18, 10 Poso Pesisir Utara
72.02.19, 11 Poso Pesisir Selatan
72.02.20, 12 Pamona Barat
72.02.21, 13 Poso Kota Selatan
72.02.22, 14 Poso Kota Utara
72.02.23, 15 Lore Barat
72.02.24, 16 Lore Timur
72.02.25, 17 Lore Piore
72.02.26, 18 Pamona Tenggara
72.02.27, 19 Pamona Utara
72.03, 3 KAB. DONGGALA
"",Kulawi
"",Pipikoro
"",Dolo
72.03.04, 1 Rio Pakava
"",Sigi Biromaru
72.03.06, 2 Dompelas Sojol
"",Marawola
72.03.08, 3 Banawa
72.03.09, 4 Labuan
72.03.10, 5 Sindue
72.03.11, 6 Sirenja
72.03.12, 7 Balaesang
"",Palolo
72.03.14, 8 Sojol
"",Dolo Selatan
"",Tanambulava
"",Gumbasa
72.03.18, 9 Banawa Selatan
72.03.19, 10 Tanantovea
"",Kulawi Selatan
72.03.21, 11 Panembani
"",Kinovaro
"",Marawola Barat
72.03.24, 12 Sindue Tombusabora
72.03.25, 13 Sindue Tobata
"",Dolo Barat
72.03.27, 14 Banawa Tengah
"",Lindu
"",Nokilalaki
72.03.30, 15 Sojol Utara
72.03.31, 16 Balaesang Tanjung
72.04, 4 KAB. TOLI TOLI
72.04.01, 1 Dampal Selatan
72.04.02, 2 Dampal Utara
72.04.03, 3 Dondo
72.04.04, 4 Basidondo
72.04.05, 5 Ogodeide
72.04.06, 6 Lampasio
72.04.07, 7 Baolan
72.04.08, 8 Galang
72.04.09, 9 Toli-Toli Utara
72.04.10, 10 Dako Pemean
72.05, 5 KAB. BUOL
72.05.01, 1 Momunu
72.05.02, 2 Lakea
72.05.03, 3 Bokat
72.05.04, 4 Bunobogu
72.05.05, 5 Paleleh
72.05.06, 6 Biau
72.05.07, 7 Tiloan
72.05.08, 8 Bukal
72.05.09, 9 Gadung
72.05.10, 10 Karamat
72.05.11, 11 Paleleh Barat
72.06, 6 KAB. MOROWALI
72.06.01, 1 Moris Atas
72.06.02, 2 Lembo
72.06.03, 3 Petasia
72.06.04, 4 Bungku Utara
72.06.05, 5 Bungku Tengah
72.06.06, 6 Bungku Selatan
72.06.07, 7 Menui Kepulauan
72.06.08, 8 Bungku Barat
72.06.09, 9 Bumi Raya
72.06.10, 10 Bahodopi
72.06.11, 11 Soyo Jaya
"", 12
72.06.12,Wita Ponda
72.06.13, 13 Mamosalato
72.06.14, 14 Mori Utara
72.06.15, 15 Bungku Pesisir
72.06.16, 16 Lembo Raya
72.06.17, 17 Petasia Timur
72.06.18, 18 Bungku Timur
72.06.19, 19 Petasia Barat
72.07, 7 KAB. BANGGAI KEPULAUAN
72.07.01, 1 Labobo
72.07.02, 2 Banggai
72.07.03, 3 Totikum
72.07.04, 4 Tinangkung
72.07.05, 5 Liang
72.07.06, 6 Bulagi
72.07.07, 7 Buko
72.07.08, 8 Bokan Kepulauan
72.07.09, 9 Bulagi Selatan
72.07.10, 10 Banggai Utara
72.07.11, 11 Tinangkung Selatan
72.07.12, 12 Bangkurung
72.07.13, 13 Banggai Tengah
72.07.14, 14 Banggai Selatan
72.07.15, 15 Totikum Selatan
72.07.16, 16 Peling Tengah
72.07.17, 17 Bulagi Utara
72.07.18, 18 Buko Selatan
72.07.19, 19 Tinangkung Utara
72.08, 8 KAB. PARIGI MOUTONG
72.08.01, 1 Parigi
72.08.02, 2 Ampibabo
72.08.03, 3 Tinombo
72.08.04, 4 Moutong
72.08.05, 5 Tomini
72.08.06, 6 Sausu
72.08.07, 7 Bolano Lambunu
72.08.08, 8 Kasimbar
72.08.09, 9 Torue
72.08.10, 10 Tinombo Selatan
72.08.11, 11 Parigi Selatan
"", 12
72.08.12,Mepanga
72.08.13, 13 Toribulu
72.08.14, 14 Taopa
72.08.15, 15 Balinggi
72.08.16, 16 Parigi Barat
72.08.17, 17 Siniu
72.08.18, 18 Palasa
72.08.19, 19 Parigi Utara
72.08.20, 20 Parigi Tengah
72.08.21, 21 Bolano
72.08.22, 22 Ongka Malino
72.09, 9 KAB. TOJO UNA UNA
72.09.01, 1 Una Una
72.09.02, 2 Togean
72.09.03, 3 Walea Kepulauan
72.09.04, 4 Ampana Tete
72.09.05, 5 Ampana Kota
72.09.06, 6 Ulubongka
72.09.07, 7 Tojo Barat
72.09.08, 8 Tojo
72.09.09, 9 Walea Besar
72.10, 10 KAB. SIGI
72.10.01, 1 Sigi Biromaru
72.10.02, 2 Palolo
72.10.03, 3 Nokilalaki
72.10.04, 4 Lindu
72.10.05, 5 Kulawi
72.10.06, 6 Kulawi Selatan
72.10.07, 7 Pipikoro
72.10.08, 8 Gumbasa
72.10.09, 9 Dolo Selatan
72.10.10, 10 Tanambulava
72.10.11, 11 Dolo Barat
72.10.12, 12 Dolo
72.10.13, 13 Kinovaro
72.10.14, 14 Marawola
72.10.15, 15 Marawola Barat
72.71, 11 KOTA PALU
72.71.01, 1 Palu Timur
"", 2
72.71.02,Palu Barat
"",72.71.03, 3 Palu Selatan
"",72.71.04, 4 Palu Utara
"",72.71.05, 5 Ulujadi
"",72.71.06, 6 Tatanga
"",72.71.07, 7 Tawaeli
"",72.71.08, 8 Mantikulore
XXVI,73,SULAWESI SELATAN
"",73.01, 1 KAB. KEPULAUAN SELAYAR
"",73.01.01, 1 Benteng
"",73.01.02, 2 Bontoharu
"",73.01.03, 3 Bontomatene
"",73.01.04, 4 Bontomanai
"",73.01.05, 5 Bontosikuyu
"",73.01.06, 6 Pasimasunggu
"",73.01.07, 7 Pasimarannu
"",73.01.08, 8 Taka Bonerate
"",73.01.09, 9 Pasilambena
"",73.01.10, 10 Pasimasunggu Timur
"",73.01.11, 11 Buki
"",73.02, 2 KAB. BULUKUMBA
"",73.02.01, 1 Gantorang
"",73.02.02, 2 Ujung Bulu
"",73.02.03, 3 Bonto Bahari
"",73.02.04, 4 Bonto Tiro
"",73.02.05, 5 Herlang
"",73.02.06, 6 Kajang
"",73.02.07, 7 Bulukumpa
"",73.02.08, 8 Kindang
"",73.02.09, 9 Ujungloe
"",73.02.10, 10 Rilauale
"",73.03, 3 KAB. BANTAENG
"",73.03.01, 1 Bissappu
"",73.03.02, 2 Bantaeng
"",73.03.03, 3 Eremerasa
"",73.03.04, 4 Tompo Bulu
"",73.03.05, 5 Pajukukang
"",73.03.06, 6 Uluere
"",73.03.07, 7 Gantarang Keke
"","", 8
"",73.03.08,Sinoa
73.04, 4 KAB. JENEPONTO
73.04.01, 1 Bangkala
73.04.02, 2 Tamalatea
73.04.03, 3 Binamu
73.04.04, 4 Batang
73.04.05, 5 Kelara
73.04.06, 6 Bangkala Barat
73.04.07, 7 Bontoramba
73.04.08, 8 Turatea
73.04.09, 9 Arungkeke
73.04.10, 10 Rumbia
73.04.11, 11 Tarowang
73.05, 5 KAB. TAKALAR
73.05.01, 1 Mappakasunggu
73.05.02, 2 Mangarabombang
73.05.03, 3 Polombangkeng Selatan
73.05.04, 4 Polombangkeng Utara
73.05.05, 5 Galesong Selatan
73.05.06, 6 Galesong Utara
73.05.07, 7 Pattallassang
73.05.08, 8 Sanrobone
73.05.09, 9 Galesong
73.06, 6 KAB. GOWA
73.06.01, 1 Bontonompo
73.06.02, 2 Bajeng
73.06.03, 3 Tompobullu
73.06.04, 4 Tinggimoncong
73.06.05, 5 Parangloe
73.06.06, 6 Bontomarannu
73.06.07, 7 Palangga
73.06.08, 8 Somba Upu
73.06.09, 9 Bungaya
73.06.10, 10 Tombolopao
73.06.11, 11 Biringbulu
73.06.12, 12 Barombong
73.06.13, 13 Pattalasang
73.06.14, 14 Manuju
73.06.15, 15 Bontolempangang
73.06.16, 16 Bontonompo Selatan
"", 17
73.06.17,Parigi
73.06.18, 18 Bajeng Barat
73.07, 7 KAB. SINJAI
73.07.01, 1 Sinjai Barat
73.07.02, 2 Sinjai  Selatan
73.07.03, 3 Sinjai Timur
73.07.04, 4 Sinjai Tengah
73.07.05, 5 Sinjai Utara
73.07.06, 6 Bulupoddo
73.07.07, 7 Sinjai Borong
73.07.08, 8 Tellu Limpoe
73.07.09, 9 Pulau Sembilan
73.08, 8 KAB. BONE
73.08.01, 1 Bontocani
73.08.02, 2 Kahu
73.08.03, 3 Kajuara
73.08.04, 4 Salomekko
73.08.05, 5 Tonra
73.08.06, 6 Libureng
73.08.07, 7 Mare
73.08.08, 8 Sibulue
73.08.09, 9 Barebbo
73.08.10, 10 Cina
73.08.11, 11 Ponre
73.08.12, 12 Lappariaja
73.08.13, 13 Lamuru
73.08.14, 14 Ulaweng
73.08.15, 15 Palakka
73.08.16, 16 Awangpone
73.08.17, 17 Tellu Siattinge
73.08.18, 18 Ajangale
73.08.19, 19 Dua Boccoe
73.08.20, 20 Cenrana
73.08.21, 21 Tanete Riattang
73.08.22, 22 Tanete Riattang Barat
73.08.23, 23 Tanete Riattang Timur
73.08.24, 24 Amali
73.08.25, 25 Tellulimpoe
73.08.26, 26 Bengo
"", 27
73.08.27,Patimpeng
73.09, 9 KAB. MAROS
73.09.01, 1 Mandai
73.09.02, 2 Camba
73.09.03, 3 Bantimurung
73.09.04, 4 Maros Baru
73.09.05, 5 Bontoa
73.09.06, 6 Malllawa
73.09.07, 7 Tanralili
73.09.08, 8 Marusu
73.09.09, 9 Simbang
73.09.10, 10 Cenrana
73.09.11, 11 Tompobulu
73.09.12, 12 Lau
73.09.13, 13 Moncong Loe
73.09.14, 14 Turikale
73.10, 10 KAB. PANGKAJENE KEPULAUAN
73.10.01, 1 Liukang Tangaya
73.10.02, 2 Liukang Kalmas
73.10.03, 3 Liukang Tupabbiring
73.10.04, 4 Pangkajene
73.10.05, 5 Balocci
73.10.06, 6 Bungoro
73.10.07, 7 Labakkang
73.10.08, 8 Marang
73.10.09, 9 Segeri
73.10.10, 10 Minasa Tene
73.10.11, 11 Mandalle
73.10.12, 12 Tondong Tallasa
73.10.13, 13 Liukang Tupabbiring Utara
73.11, 11 KAB. BARRU
73.11.01, 1 Tanete Riaja
73.11.02, 2 Tanete Rilau
73.11.03, 3 Barru
73.11.04, 4 Soppeng Riaja
73.11.05, 5 Mallusetasi
73.11.06, 6 Pujananting
73.11.07, 7 Balusu
73.12, 12 KAB. SOPPENG
"", 1
73.12.01,Marioriwawo
73.12.02, 2 Liliraja
73.12.03, 3 Lilirilau
73.12.04, 4 Lalabata
73.12.05, 5 Marioriawa
73.12.06, 6 Donri Donri
73.12.07, 7 Ganra
73.12.08, 8 Citta
73.13, 13 KAB. WAJO
73.13.01, 1 Sabangparu
73.13.02, 2 Pammana
73.13.03, 3 Takkalalla
73.13.04, 4 Sajoanging
73.13.05, 5 Majauleng
73.13.06, 6 Tempe
73.13.07, 7 Belawa
73.13.08, 8 Tanasitolo
73.13.09, 9 Maniangpajo
73.13.10, 10 Pitumpanua
73.13.11, 11 Bola
73.13.12, 12 Penrang
73.13.13, 13 Gilireng
73.13.14, 14 Keera
73.14, 14 KAB. SIDENRENG RAPPANG
73.14.01, 1 Panca Lautan
73.14.02, 2 Tellu Limpoe
73.14.03, 3 Watang Pulu
73.14.04, 4 Baranti
73.14.05, 5 Panca Rijang
73.14.06, 6 Kulo
73.14.07, 7 Maritengngae
73.14.08, 8 WT. Sidenreng
73.14.09, 9 Dua Pitue
73.14.10, 10 Pitu Riawa
73.14.11, 11 Pitu Raise
73.15, 15 KAB. PINRANG
73.15.01, 1 Matirro Sompe
73.15.02, 2 Suppa
73.15.03, 3 Mattiro Bulu
"", 4
73.15.04,Watang Sawito
73.15.05, 5 Patampanua
73.15.06, 6 Duampanua
73.15.07, 7 Lembang
73.15.08, 8 Cempa
73.15.09, 9 Tiroang
73.15.10, 10 Lansirang
73.15.11, 11 Paleteang
73.15.12, 12 Batu Lappa
73.16, 16 KAB. ENREKANG
73.16.01, 1 Maiwa
73.16.02, 2 Enrekang
73.16.03, 3 Baraka
73.16.04, 4 Anggeraja
73.16.05, 5 Alla
73.16.06, 6 Bungin
73.16.07, 7 Cendana
73.16.08, 8 Curio
73.16.09, 9 Malua
73.16.10, 10 Buntu Batu
73.16.11, 11 Masalle
73.16.12, 12 Baroko
73.17, 17 KAB. LUWU
73.17.01, 1 Basse Sangtempe
73.17.02, 2 Larompong
73.17.03, 3 Suli
73.17.04, 4 Bajo
73.17.05, 5 Bua Ponrang
73.17.06, 6 Walenrang
73.17.07, 7 Belopa
73.17.08, 8 Bua
73.17.09, 9 Lamasi
73.17.10, 10 Larompong Selatan
73.17.11, 11 Ponrang
73.17.12, 12 Latimojong
73.17.13, 13 Kamanre
73.17.14, 14 Belopa Utara
73.17.15, 15 Walenrang Barat
73.17.16, 16 Walenrang Utara
73.17.17, 17 Walenrang Timur
"", 18
73.17.18,Lamasi Timur
73.17.19, 19 Suli Barat
73.17.20, 20 Bajo Barat
73.17.21, 21 Ponrang Selatan
73.17.22, 22 Basse Sangtempe Utara
73.18, 18 KAB. TANA TORAJA
73.18.01, 1 Saluputi
73.18.02, 2 Bittuang
73.18.03, 3 Bonggakaradeng
"",Sanggalangi
73.18.05, 4 Makale
"",Sesean
"",Nanggala
"",Buntao
73.18.09, 5 Simbuang
"",Rindingallo
73.18.11, 6 Rantetayo
73.18.12, 7 Mengkendek
73.18.13, 8 Sangalla
"",Sa'dan
"",Rantepao
"",Tondon
"",Rantebua
"",Balusu
73.18.19, 9 Gandangbatu Sillanan
73.18.20, 10 Rembon
"",Sopai
"",Tikala
"",Talunglipu
"",Dende Piongan Napo
"",Buntu Pepasan
"",Baruppu
73.18.27, 11 Makale Utara
73.18.28, 12 Mappak
73.18.29, 13 Makale Selatan
"",Ke'su
73.18.31, 14 Masanda
"",Bangkelekila
73.18.33, 15 Sangalla Selatan
73.18.34, 16 Sangalla Utara
"", 17
73.18.35,Malimbong Balepe
"",Sesean Suloara
73.18.37, 18 Rano
73.18.38, 19 Kurra
"",Kapalla Pitu
"",Awan Rante Karua
"",KAB. POLEWALI MAMASA
"",KAB. MAJENE
"",KAB. MAMUJU
73.22, 22 KAB. LUWU UTARA
73.22.01, 1 Malangke
73.22.02, 2 Bone Bone
73.22.03, 3 Masamba
73.22.04, 4 Sabbang
73.22.05, 5 Limbong
73.22.06, 6 Sukamaju
73.22.07, 7 Seko
73.22.08, 8 Malangke Barat
73.22.09, 9 Rampi
73.22.10, 10 Mappedeceng
73.22.11, 11 Baebunta
73.22.12, 12 Tana Lili
"",KAB. MAMASA
73.24, 24 KAB. LUWU TIMUR
73.24.01, 1 Mangkutana
73.24.02, 2 Nuha
73.24.03, 3 Towuti
73.24.04, 4 Malili
73.24.05, 5 Angkona
73.24.06, 6 Wotu
73.24.07, 7 Burau
73.24.08, 8 Tomoni
73.24.09, 9 Tomoni Timur
73.24.10, 10 Kalaena
"", 11
73.24.11,Wasuponda
"",KAB. MAMUJU UTARA
73.26, 26 KAB. TORAJA UTARA
73.26.01, 1 Rantepao
73.26.02, 2 Sesean
73.26.03, 3 Nanggala
73.26.04, 4 Rindingallo
73.26.05, 5 Buntao
73.26.06, 6 Sa'dan
73.26.07, 7 Sanggalangi
73.26.08, 8 Sopai
73.26.09, 9 Tikala
73.26.10, 10 Balusu
73.26.11, 11 Tallunglipu
73.26.12, 12 Dende' Piongan Napo
73.26.13, 13 Buntu Pepasan
73.26.14, 14 Baruppu
73.26.15, 15 Kesu
73.26.16, 16 Tondon
73.26.17, 17 Bangkelekila
73.26.18, 18 Rantebua
73.26.19, 19 Sesean Suloara
73.26.20, 20 Kapala Pitu
73.26.21, 21 Awan Rante Karua
73.71, 27 KOTA MAKASSAR
73.71.01, 1 Mariso
73.71.02, 2 Mamajang
73.71.03, 3 Makasar
73.71.04, 4 Ujung Pandang
73.71.05, 5 Wajo
73.71.06, 6 Bontoala
73.71.07, 7 Tallo
73.71.08, 8 Ujung Tanah
73.71.09, 9 Panakukkang
73.71.10, 10 Tamalate
73.71.11, 11 Biringkanaya
73.71.12, 12 Manggala
73.71.13, 13 Rappocini
"", 14
73.71.14,Tamalanrea
"",73.72, 28 KOTA PARE PARE
"",73.72.01, 1 Bacukiki
"",73.72.02, 2 Ujung
"",73.72.03, 3 Soreang
"",73.72.04, 4 Bacukiki Barat
"",73.73, 29 KOTA PALOPO
"",73.73.01, 1 Wara
"",73.73.02, 2 Wara Utara
"",73.73.03, 3 Wara Selatan
"",73.73.04, 4 Telluwanua
"",73.73.05, 5 Wara Timur
"",73.73.06, 6 Wara Barat
"",73.73.07, 7 Sendana
"",73.73.08, 8 Mungkajang
"",73.73.09, 9 Bara
XXVII,74,SULAWESI TENGGARA
"",74.01, 1 KAB. KOLAKA
"",74.01.01, 1 Wundulako
"",74.01.02, 2 Tirawuta
"",74.01.03, 3 Mowewe
"",74.01.04, 4 Kolaka
"","",Lasusua
"","",Pakue
"",74.01.07, 5 Pomalaa
"",74.01.08, 6 Watubangga
"",74.01.09, 7 Ladongi
"",74.01.10, 8 Wolo
"","",Batu Putih
"",74.01.12, 9 Baula
"",74.01.13, 10 Uluiwoi
"",74.01.14, 11 Latambaga
"","",Rante Angin
"","",Kodeoha
"","",Ngapa
"",74.01.18, 12 Tanggetada
"",74.01.19, 13 Lambandia
"",74.01.20, 14 Samaturu
"",74.01.21, 15 Tinondo
"","", 16
"",74.01.22,Poli-Polia
74.01.23, 17 Lalolae
74.01.24, 18 Toari
74.01.25, 19 Polinggona
74.01.26, 20 Loea
74.02, 2 KAB. KONAWE
74.02.01, 1 Lambuya
74.02.02, 2 Unaaha
74.02.03, 3 Wawotobi
74.02.04, 4 Pondidaha
74.02.05, 5 Sampara
74.02.06, 6 Wawonii Barat
74.02.07, 7 Wawonii Timur
"",Asera
"",Lasolo
74.02.10, 8 Abuki
74.02.11, 9 Soropia
"",Sawa
74.02.13, 10 Wawonii Selatan
74.02.14, 11 Wawonii Utara
74.02.15, 12 Tongauna
74.02.16, 13 Latoma
74.02.17, 14 Puriala
74.02.18, 15 Uepai
74.02.19, 16 Wonggeduku
74.02.20, 17 Besulutu
74.02.21, 18 Bondoala
"",Wiwirano
74.02.23, 19 Routa
74.02.24, 20 Anggaberi
74.02.25, 21 Meluhu
"",Langgikima
"",Molawe
74.02.28, 22 Amonggedo
"",Lembo
74.02.30, 23 Wawonii Tengah
74.02.31, 24 Asinua
74.02.32, 25 Konawe
74.02.33, 26 Kapoiala
74.02.34, 27 Wawonii Tenggara
"", 28
74.02.35,Wawonii Timur Laut
74.02.36, 29 Lalonggasumeeto
74.02.37, 30 Onembute
74.03, 3 KAB. MUNA
74.03.01, 1 Maginti
74.03.02, 2 Tiworo Tengah
74.03.03, 3 Tiworo Kepulauan
74.03.04, 4 Sewergadi
74.03.05, 5 Kusambi
74.03.06, 6 Napabalano
74.03.07, 7 Maligano
"",Wakorumba
"",Kulisusu Barat
"",Kulisusu
"",Bonegunu
74.03.13, 8 Wakorumba Selatan
74.03.14, 9 Lasalepa
74.03.15, 10 Batalaiwaru
74.03.16, 11 Katobu
74.03.17, 12 Duruka
74.03.18, 13 Lohia
74.03.19, 14 Watopute
74.03.20, 15 Kontunaga
74.03.21, 16 Barangka
74.03.22, 17 Lawa
74.03.23, 18 Kabangka
74.03.24, 19 Kabawo
74.03.25, 20 Parigi
74.03.26, 21 Bone
74.03.27, 22 Tongkuno
74.03.28, 23 Pasir Putih
"",Kambowa
74.03.30, 24 Kontu Kowuna
74.03.31, 25 Marobo
74.03.32, 26 Tongkuno Selatan
74.03.33, 27 Pasi Kolaga
74.03.34, 28 Batukara
74.03.35, 29 Wa Daga
74.03.36, 30 Napano Kusambi
74.03.37, 31 Towea
"", 32
74.03.38,Tiworo Selatan
74.03.39, 33 Tiworo Utara
74.04, 4 KAB. BUTON
"",Poleang
"",Poleang Timur
"",Rarowatu
"",Rumbia
74.04.05, 1 Mawasangka
74.04.06, 2 Mawasangka Timur
74.04.07, 3 Lakudo
74.04.08, 4 G u
74.04.09, 5 Batauga
74.04.10, 6 Sampolawa
74.04.11, 7 Pasarwajo
"",Wangi-Wangi
"",Kaledupa
"",Tomia
"",Binongko
"",Kabaena
"",Kabaena Timur
74.04.18, 8 Telaga Raya
74.04.19, 9 Kadatua
74.04.20, 10 Siompu
74.04.21, 11 Batu Atas
74.04.22, 12 Kapontori
74.04.23, 13 Lasalimu
74.04.24, 14 Lasalimu Selatan
74.04.25, 15 Mawasangka Tengah
74.04.26, 16 Sangia Wambulu
74.04.27, 17 Siotapina
74.04.28, 18 Wolowa
74.04.29, 19 Wabula
74.04.30, 20 Lapandewa
74.04.31, 21 Siompu Barat
74.05, 5 KAB. KONAWE SELATAN
74.05.01, 1 Tinanggea
74.05.02, 2 Angata
74.05.03, 3 Andoolo
74.05.04, 4 Palangga
74.05.05, 5 Landono
"", 6
74.05.06,Lainea
74.05.07, 7 Konda
74.05.08, 8 Ranomeeto
74.05.09, 9 Kolono
74.05.10, 10 Moramo
74.05.11, 11 Laonti
74.05.12, 12 Lalembuu
74.05.13, 13 Benua
74.05.14, 14 Palangga Selatan
74.05.15, 15 Mowila
74.05.16, 16 Moramo Utara
74.05.17, 17 Buke
74.05.18, 18 Wolasi
74.05.19, 19 Laeya
74.05.20, 20 Baito
74.05.21, 21 Basala
74.05.22, 22 Ranomeeto Barat
74.06, 6 KAB. BOMBANA
74.06.01, 1 Poleang
74.06.02, 2 Poleang Timur
74.06.03, 3 Rarowatu
74.06.04, 4 Rumbia
74.06.05, 5 Kabaena
74.06.06, 6 Kabaena Timur
74.06.07, 7 Poleang Barat
74.06.08, 8 Mata Oleo
74.06.09, 9 Rarowatu Utara
74.06.10, 10 Poleang Utara
74.06.11, 11 Poleang Selatan
74.06.12, 12 Poleang Tenggara
74.06.13, 13 Kabaena Selatan
74.06.14, 14 Kabaena Barat
74.06.15, 15 Kabaena Utara
74.06.16, 16 Kabaena Tengah
74.06.17, 17 Kep. Masaloka Raya
74.06.18, 18 Rumbia Tengah
74.06.19, 19 Poleang Tengah
74.06.20, 20 Tontonunu
74.06.21, 21 Lantari Jaya
74.06.22, 22 Mata Usu
74.07, 7KAB. WAKATOBI
74.07.01, 1 Wangi-Wangi
74.07.02, 2 Kaledupa
74.07.03, 3 Tomia
74.07.04, 4 Binongko
74.07.05, 5 Wangi Wangi Selatan
74.07.06, 6 Kaledupa Selatan
74.07.07, 7 Tomia Timur
74.07.08, 8 Togo Binongko
74.08, 8 KAB. KOLAKA UTARA
74.08.01, 1 Lasusua
74.08.02, 2 Pakue
74.08.03, 3 Batu Putih
74.08.04, 4 Rante Angin
74.08.05, 5 Kodeoha
74.08.06, 6 Ngapa
74.08.07, 7 Wawo
74.08.08, 8 Lambai
74.08.09, 9 Watunohu
74.08.10, 10 Pakue Tengah
74.08.11, 11 Pakue Utara
74.08.12, 12 Porehu
74.08.13, 13 Tolala
74.08.14, 14 Tiwu
74.08.15, 15 Katoi
74.09, 9 KAB. KONAWE UTARA
74.09.01, 1 Asera
74.09.02, 2 Wiwirano
74.09.03, 3 Langgikima
74.09.04, 4 Molawe
74.09.05, 5 Lasolo
74.09.06, 6 Lembo
74.09.07, 7 Sawa
74.09.08, 8 Oheo
74.09.09, 9 Andowia
74.09.10, 10 Motui
74.10, 10 KAB. BUTON UTARA
74.10.01, 1 Kulisusu
74.10.02, 2 Kambowa
"", 3
74.10.03,Bonegunu
"",74.10.04, 4 Kulisusu Barat
"",74.10.05, 5 Kulisusu Utara
"",74.10.06, 6 Wakorumba Utara
"",74.71, 11 KOTA KENDARI
"",74.71.01, 1 Mandonga
"",74.71.02, 2 Kendari
"",74.71.03, 3 Baruga
"",74.71.04, 4 Poasia
"",74.71.05, 5 Kendari Barat
"",74.71.06, 6 Abeli
"",74.71.07, 7 Wua-Wua
"",74.71.08, 8 Kadia
"",74.71.09, 9 Puuwatu
"",74.71.10, 10 Kambu
"",74.72, 12 KOTA BAU BAU
"",74.72.01, 1 Betoambari
"",74.72.02, 2 Wolio
"",74.72.03, 3 Sora Walio
"",74.72.04, 4 Bungi
"",74.72.05, 5 Kokalukuna
"",74.72.06, 6 Murhum
"",74.72.07, 7 Lea-Lea
"",74.72.08, 8 Batupoaro
XXVIII,75,GORONTALO
"",75.01, 1 KAB. GORONTALO
"",75.01.01, 1 Limboto
"",75.01.02, 2 Telaga
"",75.01.03, 3 Batudaa
"",75.01.04, 4 Tibawa
"",75.01.05, 5 Batudaa Pantai
"","",Kwandang
"","",Atiangola
"","",Sumalata
"",75.01.09, 6 Boliyohuto
"",75.01.10, 7 Telaga Biru
"",75.01.11, 8 Bongomeme
"","",Tolinggula
"",75.01.13, 9 Tolangohula
"","", 10
"",75.01.14,Mootilango
"",Anggrek
75.01.16, 11 Pulubala
75.01.17, 12 Limboto Barat
75.01.18, 13 Tilango
75.01.19, 14 Tabongo
75.01.20, 15 Biluhu
75.01.21, 16 Asparaga
